frame_idx,difficulty_reason,image_name,image_path,timestamp_iso,sat_x_km,sat_y_km,sat_z_km,quat_w,quat_x,quat_y,quat_z,cam_lens_mm,cam_type,cam_sensor_width_mm,cam_sensor_height_mm
105,overexpose,0105.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0105.png,2025-01-01T00:35:05.060241,51.199368,11.137714,1748.204224,0.883338,0.131427,-0.445300,-0.064410,50.00,PERSP,36.00,24.00
106,overexpose,0106.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0106.png,2025-01-01T00:35:25.301205,51.256329,10.894324,1748.217163,0.883157,0.130350,-0.445674,-0.066462,50.00,PERSP,36.00,24.00
107,overexpose,0107.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0107.png,2025-01-01T00:35:45.542169,51.299896,10.667903,1748.229858,0.883031,0.129381,-0.445903,-0.068460,50.00,PERSP,36.00,24.00
108,overexpose,0108.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0108.png,2025-01-01T00:36:05.783133,51.345566,10.452163,1748.234619,0.882879,0.128439,-0.446190,-0.070302,50.00,PERSP,36.00,24.00
109,overexpose,0109.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0109.png,2025-01-01T00:36:26.024096,51.386395,10.250508,1748.249268,0.882735,0.127560,-0.446451,-0.072031,50.00,PERSP,36.00,24.00
110,overexpose,0110.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0110.png,2025-01-01T00:36:46.265060,51.421520,10.062839,1748.270142,0.882615,0.126755,-0.446652,-0.073664,50.00,PERSP,36.00,24.00
111,overexpose,0111.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0111.png,2025-01-01T00:37:06.506024,51.459297,9.886669,1748.287476,0.882469,0.125978,-0.446914,-0.075139,50.00,PERSP,36.00,24.00
112,overexpose,0112.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0112.png,2025-01-01T00:37:26.746988,51.485027,9.727738,1748.304932,0.882374,0.125301,-0.447053,-0.076552,50.00,PERSP,36.00,24.00
113,overexpose,0113.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0113.png,2025-01-01T00:37:46.987952,51.517967,9.577515,1748.310425,0.882236,0.124633,-0.447298,-0.077782,50.00,PERSP,36.00,24.00
114,overexpose,0114.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0114.png,2025-01-01T00:38:07.228916,51.541988,9.443412,1748.320312,0.882140,0.124058,-0.447445,-0.078938,50.00,PERSP,36.00,24.00
115,overexpose,0115.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0115.png,2025-01-01T00:38:27.469880,51.560783,9.324830,1748.329956,0.882064,0.123552,-0.447549,-0.079990,50.00,PERSP,36.00,24.00
116,overexpose,0116.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0116.png,2025-01-01T00:38:47.710843,51.583046,9.216467,1748.335327,0.881962,0.123070,-0.447722,-0.080879,50.00,PERSP,36.00,24.00
117,overexpose,0117.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0117.png,2025-01-01T00:39:07.951807,51.598129,9.123980,1748.340454,0.881897,0.122675,-0.447812,-0.081686,50.00,PERSP,36.00,24.00
118,overexpose,0118.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0118.png,2025-01-01T00:39:28.192771,51.612926,9.044738,1748.341553,0.881830,0.122327,-0.447916,-0.082358,50.00,PERSP,36.00,24.00
119,overexpose,0119.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0119.png,2025-01-01T00:39:48.433735,51.630104,8.976183,1748.342529,0.881745,0.122009,-0.448075,-0.082875,50.00,PERSP,36.00,24.00
120,overexpose,0120.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0120.png,2025-01-01T00:40:08.674699,51.635506,8.926668,1748.344604,0.881725,0.121806,-0.448084,-0.083344,50.00,PERSP,36.00,24.00
121,overexpose,0121.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0121.png,2025-01-01T00:40:28.915663,51.637432,8.890429,1748.343994,0.881717,0.121666,-0.448071,-0.083696,50.00,PERSP,36.00,24.00
122,overexpose,0122.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0122.png,2025-01-01T00:40:49.156627,51.639759,8.867071,1748.345215,0.881706,0.121572,-0.448077,-0.083911,50.00,PERSP,36.00,24.00
123,overexpose,0123.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0123.png,2025-01-01T00:41:09.397590,51.647194,8.854807,1748.344238,0.881669,0.121499,-0.448162,-0.083957,50.00,PERSP,36.00,24.00
124,overexpose,0124.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0124.png,2025-01-01T00:41:29.638554,51.648026,8.858598,1748.343628,0.881663,0.121507,-0.448182,-0.083908,50.00,PERSP,36.00,24.00
125,overexpose,0125.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0125.png,2025-01-01T00:41:49.879518,51.641716,8.878423,1748.338745,0.881695,0.121605,-0.448115,-0.083775,50.00,PERSP,36.00,24.00
126,overexpose,0126.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0126.png,2025-01-01T00:42:10.120482,51.638428,8.910041,1748.327637,0.881712,0.121735,-0.448101,-0.083485,50.00,PERSP,36.00,24.00
127,overexpose,0127.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0127.png,2025-01-01T00:42:30.361446,51.623093,8.959762,1748.323730,0.881786,0.121975,-0.447955,-0.083134,50.00,PERSP,36.00,24.00
128,overexpose,0128.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0128.png,2025-01-01T00:42:50.602410,51.614517,9.020046,1748.317017,0.881827,0.122231,-0.447903,-0.082603,50.00,PERSP,36.00,24.00
129,overexpose,0129.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0129.png,2025-01-01T00:43:10.843373,51.601204,9.095561,1748.307617,0.881887,0.122557,-0.447815,-0.081958,50.00,PERSP,36.00,24.00
130,overexpose,0130.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0130.png,2025-01-01T00:43:31.084337,51.585930,9.185014,1748.292603,0.881954,0.122942,-0.447719,-0.081186,50.00,PERSP,36.00,24.00
131,overexpose,0131.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0131.png,2025-01-01T00:43:51.325301,51.570457,9.287069,1748.280396,0.882020,0.123378,-0.447633,-0.080274,50.00,PERSP,36.00,24.00
132,overexpose,0132.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0132.png,2025-01-01T00:44:11.566265,51.543911,9.408135,1748.264893,0.882135,0.123917,-0.447432,-0.079288,50.00,PERSP,36.00,24.00
133,overexpose,0133.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0133.png,2025-01-01T00:44:31.807229,51.521599,9.540642,1748.251709,0.882226,0.124485,-0.447298,-0.078132,50.00,PERSP,36.00,24.00
134,overexpose,0134.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0134.png,2025-01-01T00:44:52.048193,51.497425,9.687056,1748.237549,0.882319,0.125109,-0.447166,-0.076839,50.00,PERSP,36.00,24.00
135,overexpose,0135.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0135.png,2025-01-01T00:45:12.289157,51.461460,9.852314,1748.223389,0.882468,0.125845,-0.446896,-0.075479,50.00,PERSP,36.00,24.00
136,overexpose,0136.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0136.png,2025-01-01T00:45:32.530120,51.429157,10.029440,1748.182495,0.882584,0.126602,-0.446710,-0.073938,50.00,PERSP,36.00,24.00
137,overexpose,0137.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0137.png,2025-01-01T00:45:52.771084,51.390991,10.221636,1748.069214,0.882723,0.127437,-0.446470,-0.072284,50.00,PERSP,36.00,24.00
138,overexpose,0138.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0138.png,2025-01-01T00:46:13.012048,51.352261,10.427456,1747.947388,0.882853,0.128321,-0.446247,-0.070481,50.00,PERSP,36.00,24.00
139,overexpose,0139.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0139.png,2025-01-01T00:46:33.253012,51.302277,10.651408,1747.828003,0.883026,0.129307,-0.445914,-0.068593,50.00,PERSP,36.00,24.00
140,overexpose,0140.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0140.png,2025-01-01T00:46:53.493976,51.249516,10.889886,1747.726562,0.883200,0.130354,-0.445572,-0.066565,50.00,PERSP,36.00,24.00
141,overexpose,0141.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0141.png,2025-01-01T00:47:13.734940,51.199009,11.141749,1747.605835,0.883343,0.131431,-0.445297,-0.064361,50.00,PERSP,36.00,24.00
142,overexpose,0142.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0142.png,2025-01-01T00:47:33.975904,51.141884,11.407710,1747.489990,0.883495,0.132581,-0.444985,-0.062029,50.00,PERSP,36.00,24.00
143,overexpose,0143.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0143.png,2025-01-01T00:47:54.216867,51.073174,11.693133,1747.374390,0.883690,0.133834,-0.444553,-0.059610,50.00,PERSP,36.00,24.00
144,overexpose,0144.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0144.png,2025-01-01T00:48:14.457831,51.005791,11.990518,1747.273926,0.883851,0.135122,-0.444184,-0.057013,50.00,PERSP,36.00,24.00
145,overexpose,0145.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0145.png,2025-01-01T00:48:34.698795,50.930225,12.304090,1747.165283,0.884026,0.136489,-0.443758,-0.054296,50.00,PERSP,36.00,24.00
146,overexpose,0146.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0146.png,2025-01-01T00:48:54.939759,50.847916,12.633704,1747.088623,0.884210,0.137932,-0.443283,-0.051453,50.00,PERSP,36.00,24.00
147,overexpose,0147.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0147.png,2025-01-01T00:49:15.180723,50.762325,12.977560,1747.085938,0.884367,0.139421,-0.442844,-0.048443,50.00,PERSP,36.00,24.00
148,overexpose,0148.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0148.png,2025-01-01T00:49:35.421687,50.666969,13.338124,1747.087402,0.884545,0.141001,-0.442316,-0.045324,50.00,PERSP,36.00,24.00
149,overexpose,0149.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0149.png,2025-01-01T00:49:55.662651,50.567665,13.711980,1747.095093,0.884705,0.142634,-0.441798,-0.042049,50.00,PERSP,36.00,24.00
150,overexpose,0150.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0150.png,2025-01-01T00:50:15.903614,50.464947,14.099791,1747.073730,0.884834,0.144314,-0.441306,-0.038607,50.00,PERSP,36.00,24.00
151,lowres,0151.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0151.png,2025-01-01T00:50:36.144578,50.345707,14.506304,1747.078003,0.885008,0.146106,-0.440662,-0.035085,24.00,PERSP,36.00,24.00
152,lowres,0152.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0152.png,2025-01-01T00:50:56.385542,50.222755,14.925728,1747.078369,0.885148,0.147944,-0.440045,-0.031395,24.00,PERSP,36.00,24.00
153,lowres,0153.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0153.png,2025-01-01T00:51:16.626506,50.090565,15.360151,1747.081055,0.885282,0.149852,-0.439387,-0.027570,24.00,PERSP,36.00,24.00
154,lowres,0154.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0154.png,2025-01-01T00:51:36.867470,49.950775,15.808341,1747.068481,0.885392,0.151817,-0.438721,-0.023594,24.00,PERSP,36.00,24.00
155,lowres,0155.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0155.png,2025-01-01T00:51:57.108434,49.801918,16.271814,1747.073364,0.885495,0.153855,-0.438003,-0.019488,24.00,PERSP,36.00,24.00
156,lowres,0156.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0156.png,2025-01-01T00:52:17.349398,49.648312,16.747536,1747.076660,0.885552,0.155934,-0.437323,-0.015209,24.00,PERSP,36.00,24.00
157,lowres,0157.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0157.png,2025-01-01T00:52:37.590361,49.477085,17.239681,1747.074951,0.885633,0.158112,-0.436505,-0.010840,24.00,PERSP,36.00,24.00
158,lowres,0158.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0158.png,2025-01-01T00:52:57.831325,49.299675,17.743692,1747.076050,0.885664,0.160330,-0.435722,-0.006302,24.00,PERSP,36.00,24.00
159,lowres,0159.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0159.png,2025-01-01T00:53:18.072289,49.105919,18.262419,1747.070801,0.885712,0.162639,-0.434811,-0.001670,24.00,PERSP,36.00,24.00
160,lowres,0160.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0160.png,2025-01-01T00:53:38.313253,48.909527,18.792063,1747.077637,0.885689,0.164977,-0.433966,0.003142,24.00,PERSP,36.00,24.00
161,lowres,0161.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0161.png,2025-01-01T00:53:58.554217,48.699181,19.334333,1747.070312,0.885648,0.167381,-0.433066,0.008080,24.00,PERSP,36.00,24.00
162,lowres,0162.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0162.png,2025-01-01T00:54:18.795181,48.470135,19.890558,1747.067749,0.885613,0.169868,-0.432045,0.013110,24.00,PERSP,36.00,24.00
163,lowres,0163.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0163.png,2025-01-01T00:54:39.036145,48.238113,20.455614,1747.062378,0.885499,0.172380,-0.431093,0.018316,24.00,PERSP,36.00,24.00
164,lowres,0164.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0164.png,2025-01-01T00:54:59.277108,47.985428,21.033770,1747.061035,0.885395,0.174976,-0.430003,0.023604,24.00,PERSP,36.00,24.00
165,lowres,0165.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0165.png,2025-01-01T00:55:19.518072,47.728123,21.620279,1747.052490,0.885209,0.177595,-0.428976,0.029059,24.00,PERSP,36.00,24.00
166,lowres,0166.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0166.png,2025-01-01T00:55:39.759036,47.453598,22.216475,1747.048096,0.885007,0.180279,-0.427861,0.034611,24.00,PERSP,36.00,24.00
167,lowres,0167.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0167.png,2025-01-01T00:56:00,47.161579,22.822636,1747.038452,0.884784,0.183024,-0.426659,0.040259,24.00,PERSP,36.00,24.00
168,lowres,0168.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0168.png,2025-01-01T00:56:20.240964,46.859875,23.436487,1747.030884,0.884506,0.185806,-0.425448,0.046029,24.00,PERSP,36.00,24.00
169,lowres,0169.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0169.png,2025-01-01T00:56:40.481928,46.551689,24.056416,1747.024658,0.884139,0.188608,-0.424296,0.051948,24.00,PERSP,36.00,24.00
170,lowres,0170.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0170.png,2025-01-01T00:57:00.722892,46.217922,24.684696,1747.019897,0.883789,0.191485,-0.422962,0.057908,24.00,PERSP,36.00,24.00
171,lowres,0171.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0171.png,2025-01-01T00:57:20.963855,45.871082,25.317915,1747.021240,0.883389,0.194398,-0.421594,0.063966,24.00,PERSP,36.00,24.00
172,lowres,0172.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0172.png,2025-01-01T00:57:41.204819,45.515591,25.955786,1747.022095,0.882904,0.197328,-0.420263,0.070145,24.00,PERSP,36.00,24.00
173,lowres,0173.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0173.png,2025-01-01T00:58:01.445783,45.141830,26.597643,1747.020264,0.882394,0.200302,-0.418838,0.076386,24.00,PERSP,36.00,24.00
174,lowres,0174.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0174.png,2025-01-01T00:58:21.686747,44.753780,27.242348,1747.018311,0.881839,0.203307,-0.417358,0.082698,24.00,PERSP,36.00,24.00
175,lowres,0175.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0175.png,2025-01-01T00:58:41.927711,44.356514,27.888573,1747.016113,0.881197,0.206321,-0.415913,0.089110,24.00,PERSP,36.00,24.00
176,lowres,0176.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0176.png,2025-01-01T00:59:02.168675,43.931602,28.536316,1747.014160,0.880585,0.209393,-0.414249,0.095514,24.00,PERSP,36.00,24.00
177,lowres,0177.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0177.png,2025-01-01T00:59:22.409639,43.514328,29.183395,1747.010132,0.879798,0.212431,-0.412807,0.102075,24.00,PERSP,36.00,24.00
178,lowres,0178.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0178.png,2025-01-01T00:59:42.650602,43.075348,29.829668,1747.011353,0.878998,0.215500,-0.411239,0.108649,24.00,PERSP,36.00,24.00
179,lowres,0179.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0179.png,2025-01-01T01:00:02.891566,42.624550,30.473757,1747.012207,0.878148,0.218581,-0.409627,0.115259,24.00,PERSP,36.00,24.00
180,lowres,0180.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0180.png,2025-01-01T01:00:23.132530,42.149906,31.114450,1747.013184,0.877306,0.221691,-0.407846,0.121851,24.00,PERSP,36.00,24.00
181,lowres,0181.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0181.png,2025-01-01T01:00:43.373494,41.679539,31.751442,1747.017212,0.876308,0.224767,-0.406250,0.128548,24.00,PERSP,36.00,24.00
182,lowres,0182.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0182.png,2025-01-01T01:01:03.614458,41.187496,32.382954,1747.015137,0.875324,0.227864,-0.404481,0.135208,24.00,PERSP,36.00,24.00
183,lowres,0183.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0183.png,2025-01-01T01:01:23.855422,40.696148,33.009186,1747.018921,0.874218,0.230933,-0.402828,0.141927,24.00,PERSP,36.00,24.00
184,lowres,0184.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0184.png,2025-01-01T01:01:44.096386,40.179054,33.627228,1747.017212,0.873149,0.234019,-0.400962,0.148578,24.00,PERSP,36.00,24.00
185,lowres,0185.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0185.png,2025-01-01T01:02:04.337349,39.667561,34.238678,1747.017944,0.871939,0.237066,-0.399259,0.155286,24.00,PERSP,36.00,24.00
186,lowres,0186.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0186.png,2025-01-01T01:02:24.578313,39.131554,34.839546,1747.019287,0.870780,0.240122,-0.397330,0.161905,24.00,PERSP,36.00,24.00
187,lowres,0187.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0187.png,2025-01-01T01:02:44.819277,38.601215,35.432499,1747.019897,0.869491,0.243135,-0.395550,0.168556,24.00,PERSP,36.00,24.00
188,lowres,0188.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0188.png,2025-01-01T01:03:05.060241,38.044949,36.012184,1747.024170,0.868276,0.246151,-0.393511,0.175090,24.00,PERSP,36.00,24.00
189,lowres,0189.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0189.png,2025-01-01T01:03:25.301205,37.510265,36.585323,1747.021973,0.866837,0.249098,-0.391825,0.181707,24.00,PERSP,36.00,24.00
190,lowres,0190.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0190.png,2025-01-01T01:03:45.542169,36.947922,37.143089,1747.026367,0.865507,0.252045,-0.389825,0.188172,24.00,PERSP,36.00,24.00
191,lowres,0191.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0191.png,2025-01-01T01:04:05.783133,36.392128,37.690166,1747.023804,0.864062,0.254941,-0.387970,0.194631,24.00,PERSP,36.00,24.00
192,lowres,0192.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0192.png,2025-01-01T01:04:26.024096,35.831802,38.224583,1747.033691,0.862591,0.257801,-0.386091,0.201019,24.00,PERSP,36.00,24.00
193,lowres,0193.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0193.png,2025-01-01T01:04:46.265060,35.272572,38.745872,1747.031982,0.861072,0.260618,-0.384241,0.207345,24.00,PERSP,36.00,24.00
194,lowres,0194.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0194.png,2025-01-01T01:05:06.506024,34.704407,39.252186,1747.038818,0.859571,0.263398,-0.382296,0.213563,24.00,PERSP,36.00,24.00
195,lowres,0195.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0195.png,2025-01-01T01:05:26.746988,34.134556,39.744331,1747.045898,0.858044,0.266131,-0.380353,0.219697,24.00,PERSP,36.00,24.00
196,lowres,0196.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0196.png,2025-01-01T01:05:46.987952,33.574059,40.223801,1747.046875,0.856439,0.268810,-0.378523,0.225773,24.00,PERSP,36.00,24.00
197,lowres,0197.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0197.png,2025-01-01T01:06:07.228916,33.008053,40.686943,1747.051025,0.854860,0.271441,-0.376612,0.231726,24.00,PERSP,36.00,24.00
198,lowres,0198.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0198.png,2025-01-01T01:06:27.469880,32.451496,41.137650,1747.064087,0.853217,0.274018,-0.374804,0.237606,24.00,PERSP,36.00,24.00
199,lowres,0199.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0199.png,2025-01-01T01:06:47.710843,31.889463,41.570934,1747.083252,0.851620,0.276543,-0.372895,0.243345,24.00,PERSP,36.00,24.00
200,lowres,0200.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0200.png,2025-01-01T01:07:07.951807,31.336908,41.991402,1747.081909,0.849968,0.279010,-0.371090,0.248999,24.00,PERSP,36.00,24.00
201,normal_ref,0201.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0201.png,2025-01-01T01:07:28.192771,30.784971,42.394592,1747.103271,0.848358,0.281421,-0.369208,0.254511,50.00,PERSP,36.00,24.00
202,normal_ref,0202.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0202.png,2025-01-01T01:07:48.433735,30.244696,42.785347,1747.103394,0.846686,0.283772,-0.367462,0.259939,50.00,PERSP,36.00,24.00
203,normal_ref,0203.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0203.png,2025-01-01T01:08:08.674699,29.703527,43.159294,1747.119141,0.845069,0.286065,-0.365632,0.265214,50.00,PERSP,36.00,24.00
204,normal_ref,0204.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0204.png,2025-01-01T01:08:28.915663,29.172194,43.518814,1747.138672,0.843440,0.288297,-0.363858,0.270373,50.00,PERSP,36.00,24.00
205,normal_ref,0205.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0205.png,2025-01-01T01:08:49.156627,28.655766,43.866657,1747.142090,0.841765,0.290468,-0.362210,0.275434,50.00,PERSP,36.00,24.00
206,normal_ref,0206.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0206.png,2025-01-01T01:09:09.397590,28.135048,44.195324,1747.146484,0.840193,0.292575,-0.360415,0.280315,50.00,PERSP,36.00,24.00
207,normal_ref,0207.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0207.png,2025-01-01T01:09:29.638554,27.627905,44.511837,1747.150513,0.838600,0.294620,-0.358714,0.285084,50.00,PERSP,36.00,24.00
208,normal_ref,0208.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0208.png,2025-01-01T01:09:49.879518,27.137800,44.817627,1747.154053,0.836971,0.296607,-0.357142,0.289747,50.00,PERSP,36.00,24.00
209,normal_ref,0209.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_VisibleBatch250\images\0209.png,2025-01-01T01:10:10.120482,26.654793,45.108887,1747.158447,0.835379,0.298530,-0.355570,0.294265,50.00,PERSP,36.00,24.00
