satellite_name,frame_idx,visible_path,infrared_path,quat_w,quat_x,quat_y,quat_z,difficulty_reason_visible,difficulty_reason_infrared,subset_name
Aqua,186,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0186.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0186.png,0.119117,-0.418261,-0.226108,-0.871633,lowres,lowres,subset_4
Aqua,187,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0187.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0187.png,0.109077,-0.420904,-0.221257,-0.872919,lowres,lowres,subset_4
Aqua,188,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0188.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0188.png,0.098987,-0.423231,-0.21645,-0.8742,lowres,lowres,subset_4
Aqua,191,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0191.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0191.png,0.069409,-0.430409,-0.201991,-0.877,lowres,lowres,subset_4
Aqua,196,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0196.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0196.png,0.022379,-0.440634,-0.178655,-0.879445,lowres,lowres,subset_4
Aqua,199,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0199.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0199.png,0.003949,0.445767,0.165398,0.879727,lowres,lowres,subset_4
Aqua,200,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0200.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0200.png,0.012336,0.447362,0.16112,0.879634,lowres,lowres,subset_4
Aqua,205,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0205.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0205.png,0.051345,0.454087,0.141107,0.878213,normal_ref,normal_ref,subset_5
Aqua,206,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0206.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0206.png,0.058571,0.455137,0.137423,0.877801,normal_ref,normal_ref,subset_5
Aqua,209,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0209.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0209.png,0.078823,0.458259,0.126833,0.876184,normal_ref,normal_ref,subset_5
Aqua,210,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0210.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0210.png,0.085153,0.459188,0.123502,0.875581,normal_ref,normal_ref,subset_5
Aqua,211,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0211.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0211.png,0.091304,0.46001,0.120295,0.874976,normal_ref,normal_ref,subset_5
Aqua,212,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0212.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0212.png,0.097229,0.460823,0.11717,0.874334,normal_ref,normal_ref,subset_5
Aqua,213,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0213.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0213.png,0.102947,0.461594,0.114143,0.873673,normal_ref,normal_ref,subset_5
Aqua,214,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0214.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0214.png,0.108447,0.462349,0.111202,0.872987,normal_ref,normal_ref,subset_5
Aqua,216,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0216.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0216.png,0.118943,0.463571,0.10569,0.871656,normal_ref,normal_ref,subset_5
Aqua,222,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0222.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0222.png,0.145787,0.466584,0.091355,0.867582,normal_ref,normal_ref,subset_5
Aqua,224,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0224.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0224.png,0.153282,0.467396,0.087286,0.866271,normal_ref,normal_ref,subset_5
Aqua,225,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0225.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0225.png,0.15679,0.467741,0.085396,0.865646,normal_ref,normal_ref,subset_5
Aqua,226,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0226.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0226.png,0.160129,0.468068,0.083589,0.865034,normal_ref,normal_ref,subset_5
Aqua,228,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0228.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0228.png,0.166353,0.468608,0.080256,0.863882,normal_ref,normal_ref,subset_5
Aqua,229,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0229.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0229.png,0.169234,0.468841,0.078719,0.863337,normal_ref,normal_ref,subset_5
Aqua,230,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0230.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0230.png,0.171927,0.469112,0.077233,0.862792,normal_ref,normal_ref,subset_5
Aqua,231,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0231.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0231.png,0.174479,0.469348,0.075837,0.862275,normal_ref,normal_ref,subset_5
Aqua,233,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0233.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0233.png,0.179103,0.469829,0.073249,0.861288,normal_ref,normal_ref,subset_5
Aqua,234,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0234.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0234.png,0.181256,0.469945,0.07213,0.860869,normal_ref,normal_ref,subset_5
Aqua,236,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0236.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0236.png,0.185089,0.470212,0.070077,0.860077,normal_ref,normal_ref,subset_5
Aqua,237,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0237.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0237.png,0.186695,0.470495,0.069068,0.859656,normal_ref,normal_ref,subset_5
Aqua,239,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0239.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0239.png,0.189663,0.470735,0.067439,0.859004,normal_ref,normal_ref,subset_5
Aqua,240,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0240.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0240.png,0.191015,0.470717,0.066805,0.858764,normal_ref,normal_ref,subset_5
Aqua,242,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0242.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0242.png,0.194023,0.469139,0.066753,0.858957,normal_ref,normal_ref,subset_5
Aqua,243,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0243.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0243.png,0.196186,0.466738,0.067819,0.85969,normal_ref,normal_ref,subset_5
Aqua,245,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0245.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0245.png,0.201506,0.459478,0.071588,0.862062,normal_ref,normal_ref,subset_5
Aqua,246,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0246.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0246.png,0.204821,0.454402,0.074378,0.863733,normal_ref,normal_ref,subset_5
Aqua,248,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0248.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0248.png,0.212854,0.441246,0.081736,0.867937,normal_ref,normal_ref,subset_5
Aqua,249,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0249.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0249.png,0.217575,0.433147,0.08628,0.870403,normal_ref,normal_ref,subset_5
Aqua,250,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0250.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0250.png,0.224823,0.420332,0.093437,0.874097,normal_ref,normal_ref,subset_5
Clementine,1,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0001.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0001.png,0.071775,-0.419979,-0.198095,-0.882737,lowlight,lowcontrast,subset_1
Clementine,3,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0003.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0003.png,0.072296,-0.419742,-0.198388,-0.882741,lowlight,lowcontrast,subset_1
Clementine,4,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0004.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0004.png,0.07269,-0.419759,-0.198535,-0.882667,lowlight,lowcontrast,subset_1
Clementine,9,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0009.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0009.png,0.075135,-0.419136,-0.199724,-0.882491,lowlight,lowcontrast,subset_1
Clementine,12,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0012.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0012.png,0.077181,-0.418698,-0.200686,-0.882304,lowlight,lowcontrast,subset_1
Clementine,15,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0015.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0015.png,0.079599,-0.418087,-0.201855,-0.882112,lowlight,lowcontrast,subset_1
Clementine,16,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0016.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0016.png,0.080528,-0.417947,-0.202268,-0.881999,lowlight,lowcontrast,subset_1
Clementine,17,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0017.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0017.png,0.081465,-0.41771,-0.20272,-0.881922,lowlight,lowcontrast,subset_1
Clementine,18,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0018.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0018.png,0.082453,-0.417482,-0.203188,-0.88183,lowlight,lowcontrast,subset_1
Clementine,19,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0019.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0019.png,0.083469,-0.417211,-0.203683,-0.881749,lowlight,lowcontrast,subset_1
Clementine,20,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0020.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0020.png,0.08458,-0.417059,-0.20417,-0.881602,lowlight,lowcontrast,subset_1
Clementine,22,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0022.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0022.png,0.086813,-0.416451,-0.205258,-0.88142,lowlight,lowcontrast,subset_1
Clementine,23,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0023.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0023.png,0.088004,-0.416169,-0.205822,-0.881303,lowlight,lowcontrast,subset_1
Clementine,24,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0024.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0024.png,0.089246,-0.415906,-0.206399,-0.881168,lowlight,lowcontrast,subset_1
Clementine,25,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0025.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0025.png,0.090513,-0.415597,-0.207001,-0.881043,lowlight,lowcontrast,subset_1
Clementine,29,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0029.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0029.png,0.095949,-0.414266,-0.209578,-0.880486,lowlight,lowcontrast,subset_1
Clementine,31,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0031.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0031.png,0.098917,-0.413645,-0.210943,-0.880123,lowlight,lowcontrast,subset_1
Clementine,32,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0032.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0032.png,0.10043,-0.413268,-0.211659,-0.879957,lowlight,lowcontrast,subset_1
Clementine,33,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0033.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0033.png,0.102,-0.412948,-0.212376,-0.879754,lowlight,lowcontrast,subset_1
Clementine,34,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0034.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0034.png,0.10358,-0.412565,-0.213118,-0.879569,lowlight,lowcontrast,subset_1
Clementine,35,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0035.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0035.png,0.105158,-0.412095,-0.213887,-0.879415,lowlight,lowcontrast,subset_1
Clementine,38,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0038.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0038.png,0.110167,-0.410901,-0.216221,-0.87879,lowlight,lowcontrast,subset_1
Clementine,39,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0039.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0039.png,0.111865,-0.410427,-0.217033,-0.878597,lowlight,lowcontrast,subset_1
Clementine,40,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0040.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0040.png,0.113644,-0.410089,-0.21783,-0.878329,lowlight,lowcontrast,subset_1
Clementine,41,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0041.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0041.png,0.115392,-0.409606,-0.218661,-0.87812,lowlight,lowcontrast,subset_1
Clementine,42,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0042.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0042.png,0.117154,-0.409092,-0.219506,-0.877915,lowlight,lowcontrast,subset_1
Clementine,44,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0044.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0044.png,0.12082,-0.408256,-0.221186,-0.877386,lowlight,lowcontrast,subset_1
Clementine,45,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0045.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0045.png,0.122617,-0.407661,-0.222066,-0.877191,lowlight,lowcontrast,subset_1
Clementine,46,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0046.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0046.png,0.124505,-0.407253,-0.222921,-0.876898,lowlight,lowcontrast,subset_1
Clementine,50,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0050.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0050.png,0.132121,-0.405354,-0.226435,-0.875762,lowlight,lowcontrast,subset_1
Clementine,53,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0053.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0053.png,0.137897,-0.403744,-0.229136,-0.874913,backlit,hotspot,subset_2
Clementine,54,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0054.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0054.png,0.139868,-0.40328,-0.23003,-0.874579,backlit,hotspot,subset_2
Clementine,55,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0055.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0055.png,0.141831,-0.402782,-0.230929,-0.874255,backlit,hotspot,subset_2
Clementine,56,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0056.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0056.png,0.143798,-0.402277,-0.231831,-0.873928,backlit,hotspot,subset_2
Clementine,57,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0057.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0057.png,0.145712,-0.401622,-0.232752,-0.873667,backlit,hotspot,subset_2
Clementine,61,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0061.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0061.png,0.153627,-0.399693,-0.236331,-0.872234,backlit,hotspot,subset_2
Clementine,62,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0062.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0062.png,0.155575,-0.399146,-0.237228,-0.871896,backlit,hotspot,subset_2
Clementine,65,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0065.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0065.png,0.161363,-0.397458,-0.239901,-0.870883,backlit,hotspot,subset_2
Clementine,69,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0069.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0069.png,0.169,-0.395398,-0.243365,-0.86941,backlit,hotspot,subset_2
Clementine,70,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0070.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0070.png,0.17089,-0.394934,-0.244208,-0.869014,backlit,hotspot,subset_2
Clementine,72,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0072.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0072.png,0.174537,-0.393773,-0.245895,-0.86834,backlit,hotspot,subset_2
Clementine,73,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0073.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0073.png,0.176367,-0.393295,-0.246715,-0.867955,backlit,hotspot,subset_2
Clementine,77,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0077.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0077.png,0.183456,-0.391376,-0.249897,-0.866441,backlit,hotspot,subset_2
Clementine,79,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0079.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0079.png,0.186833,-0.390378,-0.251427,-0.865727,backlit,hotspot,subset_2
Clementine,80,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0080.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0080.png,0.188477,-0.389875,-0.252174,-0.86538,backlit,hotspot,subset_2
Clementine,81,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0081.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0081.png,0.1901,-0.389398,-0.252907,-0.865025,backlit,hotspot,subset_2
Clementine,82,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0082.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0082.png,0.191701,-0.388948,-0.253625,-0.864664,backlit,hotspot,subset_2
Clementine,83,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0083.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0083.png,0.193266,-0.388484,-0.25433,-0.864318,backlit,hotspot,subset_2
Clementine,84,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0084.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0084.png,0.194801,-0.388033,-0.255021,-0.863972,backlit,hotspot,subset_2
Clementine,85,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0085.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0085.png,0.196288,-0.387541,-0.2557,-0.863655,backlit,hotspot,subset_2
Clementine,86,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0086.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0086.png,0.197774,-0.387149,-0.256357,-0.863297,backlit,hotspot,subset_2
Clementine,88,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0088.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0088.png,0.200582,-0.386205,-0.257639,-0.86269,backlit,hotspot,subset_2
Clementine,90,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0090.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0090.png,0.203298,-0.385439,-0.258845,-0.862036,backlit,hotspot,subset_2
Clementine,92,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0092.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0092.png,0.205865,-0.384702,-0.259984,-0.861413,backlit,hotspot,subset_2
Clementine,93,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0093.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0093.png,0.207089,-0.38434,-0.260529,-0.861116,backlit,hotspot,subset_2
Clementine,94,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0094.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0094.png,0.208261,-0.383949,-0.261059,-0.860848,backlit,hotspot,subset_2
Clementine,95,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0095.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0095.png,0.209397,-0.383582,-0.26157,-0.860581,backlit,hotspot,subset_2
Clementine,96,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0096.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0096.png,0.210504,-0.383255,-0.262061,-0.860307,backlit,hotspot,subset_2
Clementine,97,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0097.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0097.png,0.211564,-0.38292,-0.262535,-0.860051,backlit,hotspot,subset_2
Clementine,98,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0098.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0098.png,0.212612,-0.382684,-0.262987,-0.85976,backlit,hotspot,subset_2
Clementine,101,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0101.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0101.png,0.215404,-0.381744,-0.264244,-0.859097,overexpose,lowsnr,subset_3
Clementine,103,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0103.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0103.png,0.217058,-0.381197,-0.264987,-0.858695,overexpose,lowsnr,subset_3
Clementine,104,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0104.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0104.png,0.217832,-0.380978,-0.265327,-0.858491,overexpose,lowsnr,subset_3
Clementine,105,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0105.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0105.png,0.218566,-0.380784,-0.265647,-0.858291,overexpose,lowsnr,subset_3
Clementine,110,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0110.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0110.png,0.221517,-0.379867,-0.266957,-0.857534,overexpose,lowsnr,subset_3
Clementine,112,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0112.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0112.png,0.222377,-0.379586,-0.267341,-0.857317,overexpose,lowsnr,subset_3
Clementine,113,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0113.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0113.png,0.222764,-0.379544,-0.267499,-0.857185,overexpose,lowsnr,subset_3
Clementine,114,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0114.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0114.png,0.223077,-0.379428,-0.267641,-0.857111,overexpose,lowsnr,subset_3
Clementine,115,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0115.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0115.png,0.223334,-0.379299,-0.267764,-0.857063,overexpose,lowsnr,subset_3
Clementine,119,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0119.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0119.png,0.224004,-0.379227,-0.268037,-0.856834,overexpose,lowsnr,subset_3
Clementine,120,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0120.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0120.png,0.224027,-0.379158,-0.268058,-0.856852,overexpose,lowsnr,subset_3
Clementine,122,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0122.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0122.png,0.223946,-0.379089,-0.268038,-0.85691,overexpose,lowsnr,subset_3
Clementine,123,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0123.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0123.png,0.223876,-0.379198,-0.267992,-0.856895,overexpose,lowsnr,subset_3
Clementine,124,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0124.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0124.png,0.223743,-0.379269,-0.267928,-0.856918,overexpose,lowsnr,subset_3
Clementine,125,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0125.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0125.png,0.22354,-0.379279,-0.267848,-0.856992,overexpose,lowsnr,subset_3
Clementine,126,D:\BaiduNetdiskDownload\fire\Clementine_VisibleBatch250\images\0126.png,D:\BaiduNetdiskDownload\fire\Clementine_IRBatch250\images\0126.png,0.223316,-0.379378,-0.267743,-0.857039,overexpose,lowsnr,subset_3
